('org', 119.78561314127774)
('java', 72.2712420632161)
('com', 114.25106411331296)
('java.util', 45.281238912679186)
('org.apache', 88.39041685441133)
('javax', 70.78153098928658)
('java.io', 43.28326475759493)
('android', 32.67653875272326)
('com.google', 73.42715261353852)
('org.eclipse', 65.25908074563384)
('com.intellij', 47.280221748881786)
('net', 68.60484784098784)
('org.junit', 7.1660652063388435)
('java.awt', 42.58780486351165)
('org.springframework', 27.056487190789035)
('javax.xml', 6.910467056505102)
('javax.swing', 59.5487181863429)
('java.lang', 43.278449011584414)
('com.google.common', 55.00909191061397)
('java.util.concurrent', 28.3942624866993)
('io', 59.206518762763096)
('org.apache.commons', 45.27196438232983)
('com.intellij.openapi', 28.37357625563786)
('org.apache.hadoop', 49.64295858806833)
('java.net', 24.59349684660096)
('ims', 72.17262992101428)
('java.nio', 12.946965072103295)
('com.google.common.collect', 43.592517527223045)
('java.security', 6.302567119732523)
('edu', 54.57013967028048)
('com.sun', 49.29449180263459)
('org.jetbrains', 33.16943388055373)
('org.elasticsearch', 39.89025210901323)
('javafx', 20.361181835752657)
('com.amazonaws', 29.6336018534513)
('org.jboss', 33.53883161278985)
('android.support', 17.03542429406263)
('de', 48.51640911506864)
('com.facebook', 42.6426403550321)
('com.fasterxml', 9.529579352859495)
('com.fasterxml.jackson', 9.52732347467739)
('com.planet_ink', 6.000664580076038)
('com.google.gwt', 23.99009515716048)
('com.planet_ink.coffee_mud', 5.997281599497104)
('org.eclipse.persistence', 38.54311771748432)
('com.google.common.base', 19.859729153802746)
('com.github', 45.27278549419962)
('java.text', 17.77327853539496)
('com.intellij.psi', 17.593370601831186)
('com.gemstone', 44.28023552358901)
('com.gemstone.gemfire', 43.973181462382556)
('org.bouncycastle', 36.68826521893654)
('org.apache.ignite', 26.143959362796664)
('org.ovirt', 29.31331627283712)
('org.ovirt.engine', 29.27678236391246)
('org.apache.cassandra', 35.26767326903965)
('org.eclipse.jdt', 39.00388087329605)
('org.bukkit', 16.031452625788248)
('org.olat', 28.755849908675014)
('javafx.scene', 18.06502617738143)
('junit', 20.424258067523276)
('com.intellij.util', 14.718830716669759)
('com.google.api', 14.710568146493427)
('com.bigdata', 48.556105850214045)
('junit.framework', 17.989946282436144)
('org.apache.camel', 25.909954806284652)
('com.rapidminer', 26.193266714752657)
('gov', 41.82620305582902)
('eu', 40.739711673137435)
('org.hibernate', 15.800199345875908)
('org.testng', 18.640804888655378)
('org.alfresco', 38.93545600280232)
('com.facebook.presto', 35.4932013256774)
('co', 35.53442953545847)
('org.openhab', 34.23937996770637)
('org.apache.lucene', 23.20522006589145)
('org.pentaho', 35.35898640172334)
('org.mockito', 11.10747512432111)
('com.alibaba', 33.560641037054616)
('com.pivotal', 41.67387586685698)
('com.pivotal.gemfirexd', 41.66504447480969)
('com.redhat', 38.56135150785293)
('com.google.security.zynamics', 29.97695036795964)
('com.google.security', 29.97695036795964)
('org.ovirt.engine.core', 24.92100833466305)
('org.elasticsearch.common', 18.273188893801326)
('org.codehaus', 32.08398664031828)
('org.opendaylight', 31.77320839860825)
('co.cask', 29.00771690593839)
('com.google.gson', 15.39757685187748)
('org.pentaho.di', 33.930614351832666)
('com.pivotal.gemfirexd.internal', 36.00544273382901)
('io.netty', 8.676066952049155)
('com.google.inject', 14.13130770809802)
('org.joda', 5.460195649871626)
('org.eclipse.che', 27.532755172368336)
('org.apache.log4j', 8.620789735922626)
('org.apache.hadoop.hbase', 31.12989342191659)
('org.chromium', 43.07784284931716)
('com.caucho', 24.51085682859041)
('android.support.v4', 12.57483980529636)
('ims.core', 47.192642694066706)
('net.sf', 34.53743336668923)
('com.google.gerrit', 29.813504219305905)
('org.olat.core', 18.64631054326932)
('com.android', 42.96287390946236)
('gnu', 44.669700582499175)
('com.evolveum', 32.69832584952867)
('org.apache.wicket', 10.71933985094984)
('org.zstack', 23.894298463986498)
('com.evolveum.midpoint', 32.48634930743412)
('ca', 27.652083415286157)
('org.apache.hadoop.fs', 8.475929599543623)
('sun', 41.53723951265372)
('co.cask.cdap', 26.23154377535253)
('java.awt.image', 12.409817788478831)
('lombok', 13.805169721535695)
('apple', 8.46410585540366)
('com.vaadin', 29.14622340297803)
('lucee', 29.870039363521045)
('org.apache.jackrabbit', 34.61605797062298)
('com.constellio', 28.427086121828125)
('org.apache.commons.lang3', 22.49870630636535)
('net.sourceforge', 31.754336168874637)
('cz', 34.5748100196817)
('org.spongycastle', 25.41004229212957)
('com.netflix', 30.943737984230594)
('com.amazonaws.services', 13.585530956702256)
('org.joda.time', 5.246000750909229)
('fr', 45.086377658435914)
('org.ovirt.engine.core.common', 8.311304391851264)
('org.apache.maven', 24.633168473777427)
('android.support.v7', 5.2402484591361995)
('com.oracle', 28.25513585583351)
('hudson', 33.63092494916138)
('org.opencms', 22.610294375911852)
('org.onosproject', 35.794832596046724)
('org.jfree', 27.619690370850495)
('org.sakaiproject', 36.087933991039684)
('ims.core.vo', 43.722500115904246)
('org.wso2', 30.41344979266863)
('rx', 22.8872609057146)
('com.linkedin', 37.85717708722652)
('org.apache.hyracks', 15.623184385394286)
('com.cloudera', 39.52691799206369)
('org.apache.pig', 26.42217414558379)
('org.bouncycastle.asn1', 13.397054484561286)
('org.apache.commons.io', 12.03109437563669)
('com.redhat.ceylon', 35.394056780280415)
('org.apache.activemq', 22.71012463708124)
('com.microsoft', 17.87841146350422)
('ch', 29.59971129082575)
('com.opengamma', 26.901625769242674)
('org.camunda', 19.10609257100564)
('com.gemstone.gemfire.internal', 34.1182119852235)
('org.camunda.bpm', 19.07605769201537)
('org.spongepowered', 8.165418046704493)
('com.google.android', 27.22068118440063)
('com.sun.tools', 31.241346079643268)
('org.apache.ignite.internal', 21.034244142727143)
('org.openhab.binding', 30.48532375077335)
('com.thoughtworks', 20.550872152102116)
('org.eclipse.collections', 18.39894241729724)
('org.sonar', 18.386813501698665)
('uk', 35.88724268761831)
('org.fenixedu', 25.390483439750543)
('com.gs', 10.24411084011811)
('org.gradle', 25.835505901591105)
('com.gs.collections', 10.242397249836733)
('com.gemstone.gemfire.cache', 24.067853122845573)
('jmri', 30.446422209312377)
('org.apache.hadoop.mapreduce', 18.899418143962716)
('com.pivotal.gemfirexd.internal.iapi', 8.092172498987642)
('org.unitime', 8.087297507773993)
('org.apache.uima', 29.196424302893323)
('org.kie', 15.287638053835117)
('lucee.runtime', 25.689888960008883)
('org.eclipse.jdt.internal', 34.38893843788845)
('javax.lang.model', 8.065444377264663)
('javax.lang', 8.065444377264663)
('org.apache.jena', 20.759303485174144)
('com.jpexs', 22.2854930199082)
('org.python', 21.155216077146758)
('org.unitime.timetable', 8.037319520518768)
('com.google.api.client', 8.035857627703361)
('ca.uhn', 15.196294241631389)
('net.minecraftforge', 14.212622659176779)
('com.orientechnologies', 25.310858650823096)
('com.cloud', 36.625126141070396)
('com.badlogic', 16.79592443201661)
('org.jasig', 26.122457357589177)
('com.badlogic.gdx', 16.783376253316103)
('com.jpexs.decompiler', 22.162049525762548)
('com.ibm', 27.67297739573945)
('org.esa', 13.024156470753509)
('me', 31.915252116251136)
('com.google.devtools', 32.629672279079145)
('org.eclipse.persistence.tools', 21.279272112793556)
('org.python.pydev', 14.051621697948383)
('org.fenixedu.academic', 24.797182509401146)
('org.apache.phoenix', 26.810661011833602)
('com.bigdata.rdf', 35.876633473363505)
('org.eclipse.che.ide', 20.013035697289688)
('com.dotmarketing', 31.617373762359094)
('io.druid', 9.997340434289102)
('com.orientechnologies.orient', 24.990792402769475)
('org.drools', 24.01806317229816)
('org.camunda.bpm.engine', 14.02584767678898)
('java.util.zip', 7.914566941630347)
('org.esa.snap', 11.588636808339862)
('com.intellij.openapi.editor', 12.896072949859345)
('info', 28.147738324904)
('org.apache.qpid', 27.222271303635583)
('com.googlecode', 23.6992951654459)
('org.eclipse.persistence.tools.workbench', 21.156933609071395)
('com.fasterxml.jackson.core', 4.979479731652697)
('org.pentaho.di.core', 4.9779002083397295)
('org.exist', 34.00623579803696)
('org.openqa', 17.215228642037392)
('ca.uhn.fhir', 14.92260178754464)
('org.olat.core.gui', 12.85125965338747)
('org.egov', 28.470520539222278)
('org.semanticweb', 19.86267778373522)
('com.opengamma.strata', 11.511132656820442)
('org.compiere', 20.67271590635676)
('org.apache.flex', 28.371644346535497)
('org.apache.sling', 28.22929399423195)
('org.gudy', 19.345275085600182)
('org.gudy.azureus2', 19.345275085600182)
('org.telegram', 34.31429315407778)
('com.orientechnologies.orient.core', 17.104896649717023)
('cn', 37.36156717281365)
('org.openqa.selenium', 16.395429067364287)
('edu.cmu', 31.269063859413592)
('com.facebook.buck', 19.25391050978534)
('org.apache.hadoop.yarn', 21.97693925861682)
('com.jpexs.decompiler.flash', 21.636221842373768)
('com.jme3', 26.02646982764759)
('org.jfree.chart', 24.60681906224044)
('org.apache.activemq.artemis', 21.26730777963276)
('org.apache.calcite', 16.33889795237668)
('polyglot', 20.50257639794109)
('railo', 32.87215700258343)
('com.redhat.rhn', 16.325505230240424)
('org.wso2.carbon', 27.294632531268633)
('org.apache.isis', 12.673597994662485)
('edu.stanford', 30.554678556801814)
('jdk', 18.08543085172526)
('it', 28.486435922031685)
('com.aptana', 33.353664840691025)
('org.datacleaner', 11.332714888767045)
('com.google.security.zynamics.reil', 16.20537735732738)
('hu', 33.316257199070776)
('org.intermine', 22.918714961557804)
('org.apache.logging', 13.68485492402702)
('org.apache.logging.log4j', 13.683136680958155)
('org.apache.zookeeper', 19.037519557289567)
('edu.stanford.nlp', 30.34034688444793)
('com.baidu', 28.7722469675832)
('dr', 26.060014790352536)
('com.facebook.presto.spi', 14.59062965844266)
('com.intellij.ide', 9.718355811339862)
('org.voltdb', 26.959333954646908)
('javax.naming', 9.70199445329519)
('com.rapidminer.operator', 9.694377432148082)
('gov.nasa', 25.417597813713908)
('com.google.devtools.build', 29.959689418283354)
('com.intellij.ui', 9.67514974026442)
('org.jboss.forge', 7.662248238708691)
('org.eclipse.persistence.internal', 16.055019213564513)
('org.eclipse.titan', 21.541012370557123)
('com.sun.tools.javac', 26.200610978467665)
('com.sun.star', 9.655651607854209)
('org.apache.commons.math3', 4.8258594276280276)
('org.n52', 31.55706119734258)
('org.rstudio', 12.462748920186732)
('org.antlr', 20.098732456428678)
('org.objectweb', 12.45418818020721)
('gnu.trove', 4.816608517647308)
('com.squareup', 23.103583477292496)
('org.elasticsearch.index', 20.76775788351508)
('org.springframework.boot', 9.610413420844443)
('com.thoughtworks.go', 16.611558355501753)
('org.apache.directory', 21.705909880659906)
('com.eucalyptus', 21.39513929484617)
('javafx.scene.control', 4.793614209951097)
('org.eclipse.collections.api', 4.790858153912262)
('org.apache.jackrabbit.oak', 26.462601835815303)
('com.google.devtools.build.lib', 29.05758283259385)
('com.facebook.presto.sql', 25.1275549976023)
('org.chromium.chrome', 34.33025405570175)
('com.google.security.zynamics.binnavi', 23.01138221348225)
('org.apache.derby', 17.71033605084567)
('org.fenixedu.academic.domain', 14.355938840679656)
('com.dianping', 13.430160476545696)
('org.keycloak', 16.54722943816868)
('nl', 23.690097438284884)
('com.constellio.model', 7.576793143908408)
('org.apache.drill', 25.76999873447912)
('com.twitter', 26.529862178256067)
('org.onosproject.net', 22.450269719210734)
('com.dianping.cat', 13.406525649770229)
('javax.security', 12.342664933889832)
('org.eclipse.jetty', 14.31375805278631)
('railo.runtime', 31.186025403616018)
('org.apache.hadoop.mapred', 22.66304640827054)
('com.xinqihd', 16.471177280034993)
('com.xinqihd.sns.gameserver', 16.471177280034993)
('com.xinqihd.sns', 16.471177280034993)
('org.killbill', 15.804491370401548)
('org.apache.cassandra.db', 19.02760519318813)
('br', 22.861134428795154)
('com.google.gerrit.server', 21.196867091829457)
('org.objectweb.asm', 9.503614560684627)
('sernet', 19.79328104355949)
('org.apache.struts', 4.738533843621369)
('cz.metacentrum.perun', 26.00694136989213)
('cz.metacentrum', 26.00694136989213)
('com.streamsets', 9.466605038628193)
('org.alfresco.repo', 30.632131855997798)
('org.elasticsearch.action', 4.728031412690943)
('org.xtuml', 31.25953144520328)
('org.xtuml.bp', 31.25953144520328)
('org.gradle.api', 17.48739014353294)
('org.apache.hadoop.hdfs', 20.42111567779183)
('org.killbill.billing', 15.691064890799236)
('com.intellij.execution', 10.953387898977107)
('org.totalboumboum', 10.948032027437336)
('javax.lang.model.element', 7.470750402069856)
('com.gemstone.gemfire.internal.cache', 29.961530330559345)
('com.threerings', 21.58643622476613)
('org.oscarehr', 17.419139127198527)
('org.locationtech', 16.87275777323562)
('com.intellij.codeInsight', 14.114926834697568)
('org.n52.sos', 29.277135697184207)
('eu.excitementproject.eop', 24.473525490529155)
('eu.excitementproject', 24.473525490529155)
('org.apache.sysml', 23.690118768662682)
('javax.swing.text', 34.19729944736335)
('com.salesforce', 24.980853936520347)
('org.eclipse.titan.designer', 19.91584637536687)
('org.chromium.chrome.browser', 33.592236739373604)
('org.eclipse.che.api', 10.878601692426162)
('org.jetbrains.plugins', 9.362252904725352)
('org.drools.core', 12.085841101369885)
('javax.imageio', 10.852247734261239)
('com.esofthead', 4.672990828677096)
('org.apache.hadoop.hive', 4.672171989620781)
('com.esofthead.mycollab', 4.671352182096996)
('com.constellio.app', 23.956477409681792)
('org.apache.axis2', 28.3068766696675)
('com.alibaba.dubbo', 17.754078002953868)
('com.asakusafw', 10.821590847111967)
('com.alibaba.cobar', 13.976811821538565)
('com.google.common.util.concurrent', 21.879367362504002)
('com.google.common.util', 21.879367362504002)
('org.sigmah', 14.747200952717746)
('javax.security.auth', 12.02364332483508)
('org.jboss.arquillian', 7.372263151435773)
('io.github', 15.437484550995645)
('games', 21.010103636483674)
('games.stendhal', 21.010103636483674)
('org.apache.tez', 26.471358636697968)
('org.apache.asterix', 19.353348086417586)
('com.jetbrains', 22.051924642536466)
('net.ontopia', 21.791305338569604)
('org.workcraft', 18.109025810325235)
('gov.sandia.cognition', 18.105647082249885)
('com.l2jserver', 16.031994359562457)
('gov.sandia', 18.105647082249885)
('org.apache.tinkerpop', 9.266839544341938)
('ru', 21.746365363482425)
('io.fabric8', 25.799266936684166)
('gov.nasa.ensemble', 19.25153830444164)
('com.taobao', 15.968289410184328)
('org.apache.ignite.internal.util', 10.717720104380732)
('com.intellij.lang', 4.6123070583808525)
('org.ovirt.engine.ui', 15.321752399482643)
('org.apache.tinkerpop.gremlin', 9.222826502895538)
('org.apache.spark', 7.307498599284838)
('io.netty.handler', 4.609622172465247)
('edu.gemini', 15.312833401528025)
('org.rstudio.studio', 11.901738625572156)
('org.rstudio.studio.client', 11.901738625572156)
('com.intellij.openapi.vcs', 4.603316696540671)
('org.gudy.azureus2.core3', 10.68646790081541)
('org.pentaho.di.trans', 25.83611287226165)
('com.sleepycat', 20.79873157996683)
('gw', 14.569100499468354)
('com.google.security.zynamics.zylib', 10.66742107600523)
('org.knowm', 15.25858150489986)
('org.antlr.v4', 16.997195433015246)
('org.broadleafcommerce', 7.280193552860056)
('org.openmrs', 23.17036871795335)
('org.apache.ibatis', 4.591452136494667)
('org.apache.flex.compiler', 24.58411893930875)
('org.b3log', 7.268490515016166)
('com.oracle.graal', 15.854981940975117)
('org.apache.lucene.search', 4.582185324934897)
('org.structr', 11.844777236311494)
('org.libreplan', 12.850681312081221)
('com.google.common.io', 13.729695545610811)
('org.apache.tapestry5', 19.440917153134667)
('com.google.cloud', 21.235392812936098)
('com.oracle.truffle', 18.68338021038699)
('net.java', 21.734110990318474)
('org.eclipse.persistence.testing', 25.242403232313894)
('uk.ac', 24.149003068387188)
('org.apache.drill.exec', 18.276000250051414)
('org.apache.river', 4.5690000625128535)
('com.alibaba.cobar.parser', 12.81609826660214)
('org.wandora', 16.87188126295767)
('edu.isi', 23.5669032488646)
('org.uberfire', 10.582176334990539)
('org.auraframework', 19.000379500025193)
('com.rapidminer.gui', 17.344630416599028)
('com.lightcrafts', 16.850387148147153)
('backtype.storm', 10.573172463046193)
('org.multibit', 12.783620570014493)
('backtype', 10.573172463046193)
('org.knowm.xchange', 14.416057831764572)
('com.l2jserver.gameserver', 15.729270369361206)
('org.checkerframework', 31.084431557236133)
('org.jetel', 19.280831570295824)
('org.opendaylight.yangtools', 15.698505788488)
('org.apache.hyracks.algebricks', 9.075771698399281)
('com.gs.collections.impl', 9.073781325679597)
('br.com', 18.91433798458264)
('io.undertow', 21.553408480928866)
('org.jasig.portal', 16.7625628989426)
('cc', 26.6476909875162)
('hudson.model', 22.001199907985118)
('org.kohsuke', 7.1749024176072895)
('org.codehaus.groovy', 19.22977065524215)
('org.waveprotocol', 28.239071316493895)
('org.chromium.base', 7.15714341933465)
('org.apache.reef', 15.621598765082792)
('javax.swing.plaf', 23.524092751202275)
('net.foxopen', 22.773558332376044)
('net.foxopen.fox', 22.773558332376044)
('org.apache.hadoop.hbase.client', 9.02306995241502)
('org.restlet', 9.02306995241502)
('ome', 21.68358014217192)
('org.evosuite', 30.625086114032847)
('org.terasology', 16.15509793452385)
('org.eclipse.titan.designer.AST', 17.153310630581103)
('com.cloudera.impala', 30.297314474882292)
('io.netty.handler.codec', 4.500077737163404)
('org.jvnet', 15.564075280424694)
('javax.sound', 12.627409735165722)
('org.neo4j', 17.991896408895347)
('org.jboss.forge.addon', 4.496919885776423)
('org.apache.cloudstack', 20.03483007130977)
('com.pivotal.gemfirexd.internal.engine', 23.740042722285473)
('com.sun.xml', 25.842671608282807)
('org.jbpm', 20.303681828864054)
('org.apache.lucene.index', 8.976855860978134)
('com.intellij.openapi.roots', 4.48735908342984)
('org.opendaylight.yangtools.yang', 14.204152303227843)
('boofcv', 14.186972977421874)
('com.microsoft.bingads', 8.94880536826763)
('org.semanticweb.elk', 14.863643984263547)
('org.freeplane', 8.94225077278911)
('org.apache.qpid.server', 22.741108987135313)
('org.eclipse.collections.impl', 11.549179522375058)
('com.ibm.bi', 18.630526525263644)
('com.ibm.bi.dml', 18.630526525263644)
('com.aelitis', 19.61930220265933)
('com.caucho.v5', 18.969666390994412)
('org.jasig.ssp', 19.90923919690774)
('voldemort', 12.533503242940311)
('org.waveprotocol.wave', 27.350757253400513)
('com.vividsolutions', 11.529159655225836)
('games.stendhal.server', 11.520510759256691)
('com.tectonica', 4.456741927994191)
('com.tectonica.jonix', 4.456741927994191)
('io.airlift', 4.451129369551049)
('org.modeshape', 8.90000276730868)
('net.ssehub', 24.573617691499457)
('net.ssehub.easy', 24.573617691499457)
('org.bouncycastle.crypto', 22.034976552754095)
('org.apache.solr', 19.525919698514286)
('org.optaplanner', 19.824273909475455)
('com.facebook.react', 22.796245648724792)
('com.spotify', 17.77733501810347)
('org.ripple', 23.95911590420812)
('org.ripple.bouncycastle', 23.95911590420812)
('org.elasticsearch.search', 16.91681900636844)
('com.vividsolutions.jts', 10.311475549995215)
('org.zanata', 24.516989259702687)
('com.cburch', 10.306155089241077)
('com.aelitis.azureus', 19.4857273994491)
('org.caleydo', 20.852656625006883)
('com.evolveum.midpoint.prism', 10.298141273949753)
('org.roda', 24.89570067775601)
('repack', 18.484683507550784)